,ts,ax,ay,az,wx,wy,wz
0,0.0,-0.021603999999999998,-0.006232,-0.002690999999999999,0.012985,-0.011017,-0.001999
1,0.01,-0.01635,-0.017632,-0.003872,0.009796,-0.009949,-0.0030670000000000003
2,0.02,-0.031301,-0.030372000000000003,-0.015066999999999999,0.004471,-0.006744,-0.001999
3,0.03,-0.047162,-0.007476000000000001,0.009126,0.004471,-0.0035549999999999996,-0.0009310000000000001
4,0.04,-0.033714,-0.0062759999999999995,0.00812,0.004471,-0.000366,-0.0009310000000000001
5,0.05,-0.089068,0.031176,0.034918,0.008728,0.004974,-0.0030670000000000003
6,0.06,-0.054972,0.016668000000000002,0.019004,0.006592,0.007095000000000001,-0.001999
7,0.07,-0.033953,0.0026429999999999995,0.038596999999999985,0.009796,0.009231999999999999,0.00013699999999999994
8,0.08,-0.061702,-0.013969999999999998,-0.0014340000000000012,0.007659999999999999,0.009231999999999999,-0.001999
9,0.09,-0.042351,-0.004907,0.057534,0.004471,0.012421,-0.0009310000000000001
10,0.1,-0.021411000000000003,-0.0059960000000000005,0.041632,0.005539,0.014556999999999999,-0.001999
11,0.11,-0.0027030000000000005,-0.017626,0.014500999999999998,0.007659999999999999,0.019882,-0.001999
12,0.12,-0.007178,-0.003049,0.066324,0.006592,0.018813999999999997,-0.0030670000000000003
13,0.13,0.0051660000000000005,0.010036,0.041971,0.008728,0.02095,-0.0030670000000000003
14,0.14,0.007534999999999999,0.0015949999999999998,0.021312,0.006592,0.02095,-0.001999
15,0.15,-0.0033520000000000012,-0.0013290000000000005,0.03644,0.006592,0.02095,-0.0030670000000000003
16,0.16,0.005080000000000001,0.017145,0.031026000000000005,0.007659999999999999,0.02095,-0.0030670000000000003
17,0.17,-0.009699,-0.011656000000000005,0.018882,0.009796,0.016678,-0.0030670000000000003
18,0.18,0.004212999999999999,-0.009117,-0.015207,0.010864,0.017746,-0.001999
19,0.19,0.004867,-0.03728,-0.021812,0.007659999999999999,0.014556999999999999,-0.0030670000000000003
20,0.2,-0.010657999999999996,-0.027260000000000003,-0.03455,0.003403,0.015625,-0.001999
21,0.21,-0.007898,-0.004227999999999999,-0.05475999999999999,0.001266,0.014556999999999999,-0.0030670000000000003
22,0.22,0.021988999999999998,-0.018574,-0.005597,-0.002991,0.008163,-0.001999
23,0.23,-0.002542,0.009895999999999999,-0.034801,-0.004059,0.007095000000000001,0.00013700000000000002
24,0.24,0.018828,-0.004079999999999999,0.034780000000000005,-0.002991,0.006027,-0.0009310000000000001
25,0.25,0.003482000000000001,0.0018889999999999992,0.002527999999999999,-0.002991,0.004974,-0.001999
26,0.26,-0.010645,-0.008187999999999999,0.019251,-0.002991,0.006027,-0.0009310000000000001
27,0.27,-0.012118000000000002,-0.022824,0.0021200000000000004,-0.001923,0.004974,-0.0009310000000000001
28,0.28,-0.0020139999999999984,0.015222999999999999,0.019523,-0.0051270000000000005,0.0007020000000000001,-0.0030670000000000003
29,0.29,-0.029233999999999996,0.004243000000000002,0.016113,-0.001923,0.0017699999999999999,-0.0009310000000000001
30,0.3,-0.031294999999999996,0.025411000000000003,-0.005253000000000001,-0.004059,0.0007019999999999999,0.00013699999999999994
31,0.31,-0.015511000000000002,-0.029394999999999998,0.030019,-0.001923,-0.00036599999999999984,0.00013699999999999994
32,0.32,-0.009893,0.0012489999999999984,0.025162,-0.0008539999999999999,0.002838,-0.0009310000000000001
33,0.33,-0.02745,0.00016499999999999848,-0.003074,-0.0008539999999999999,0.0017700000000000003,-0.001999
34,0.34,-0.023374000000000002,0.0030080000000000003,0.026595,0.00019800000000000004,0.004974,-0.001999
35,0.35,-0.034057,0.039187,0.0029929999999999987,0.000198,0.007095000000000001,0.00013699999999999994
36,0.36,-0.06665599999999999,-0.011236999999999995,0.005479999999999998,0.001266,0.009231999999999999,0.00013700000000000002
37,0.37,-0.069691,0.036638,0.018796,0.003403,0.014556999999999999,0.00013699999999999994
38,0.38,-0.05745499999999999,-0.012185,-0.010102,0.003403,0.012421,0.002258
39,0.39,-0.013621,-0.013175,0.014577000000000001,0.004471,0.013489,0.0043950000000000005
40,0.4,0.033367,-0.027061,0.01091,0.007659999999999999,0.007095000000000001,0.003326
41,0.41,0.066898,0.008801,0.0041080000000000005,0.009796,0.003906,0.0043950000000000005
42,0.42,0.046581,0.015765,-0.015492000000000002,0.012985,0.003906,0.003326
43,0.43,0.019954,-0.016155000000000003,-0.080487,0.010864,0.002838,0.0012050000000000006
44,0.44,-0.007788,0.011397,-0.059682000000000006,0.008728,0.003906,0.0012050000000000001
45,0.45,-0.007103,-0.015978,-0.0864,0.004471,0.0007020000000000001,0.0012050000000000001
46,0.46,-0.021937,-0.0005639999999999985,-0.108661,-0.0008539999999999997,-0.002487,0.0012050000000000001
47,0.47,0.013247,-0.030786999999999995,-0.139062,-0.008316,-0.005692000000000001,-0.0009310000000000001
48,0.48,0.017060000000000002,-0.046288,-0.090919,-0.01152,-0.011017,0.003326
49,0.49,0.005947999999999999,-0.013538,-0.028436,-0.010452,-0.014206,0.002258
50,0.5,-0.011649,-0.009010999999999998,0.035755,-0.00618,-0.01741,0.0043950000000000005
51,0.51,0.011443,0.025238999999999998,0.045219,0.005539,-0.016342,0.002258
52,0.52,-0.027822000000000003,0.014146,0.018491999999999998,0.008728,-0.013138,0.002258
53,0.53,-0.019098,0.021705,-0.049547,0.010864,-0.007812,0.002258
54,0.54,-0.041423,0.027872000000000004,-0.076907,0.007659999999999999,-0.003555,0.0012050000000000001
55,0.55,-0.01856,0.003914,-0.023795000000000004,0.009796,-0.0035549999999999996,0.0043950000000000005
56,0.56,-0.039424,0.018783,-0.018322,0.008728,-0.002487,0.003326
57,0.57,-0.019588,-0.000914,0.033732,0.014053,-0.0046229999999999995,0.0043950000000000005
58,0.58,-0.007686000000000002,0.0158,0.010320999999999999,0.01619,-0.002487,0.0043950000000000005
59,0.59,-0.017561,0.007081999999999998,0.047416,0.021515,-0.0046229999999999995,0.0043950000000000005
60,0.6,0.030674,0.050350999999999986,0.040014,0.023636,-0.003555000000000001,0.006531
61,0.61,0.001485,0.014793,0.0004299999999999998,0.028961,-0.001419,0.003326
62,0.62,0.025274,0.018328999999999998,-0.024603,0.028961,-0.000366,0.0043950000000000005
63,0.63,0.028887,-0.0024860000000000004,-0.04425,0.032166,-0.000366,0.007599
64,0.64,-0.012971000000000002,-0.009197,-0.07432799999999999,0.030029000000000004,0.0007019999999999999,0.005463000000000001
65,0.65,0.00644,-0.039021,-0.054054,0.023636,-0.001419,0.007599
