,ts,px,py,pz,rw,rx,ry,rz
0,0.0,0.048639,-0.113764,0.013575,0.691179,0.722196,0.009835,0.024653
1,0.01,0.048639,-0.113764,0.013575,0.691138,0.722237,0.009817,0.024596
2,0.02,0.048639,-0.113764,0.013575,0.691116,0.72226,0.009801,0.024554
3,0.03,0.048639,-0.113764,0.013575,0.691098,0.722279,0.009798000000000001,0.024522
4,0.04,0.048639,-0.113764,0.013575,0.691082,0.722295,0.009809,0.024498
5,0.05,0.048639,-0.113764,0.013575,0.691056,0.72232,0.009835,0.024486
6,0.06,0.048639,-0.113764,0.013575,0.69103,0.722344,0.009873,0.024486
7,0.07,0.048639,-0.113765,0.013575,0.690998,0.7223729999999999,0.009917,0.0245
8,0.08,0.048639,-0.113765,0.013575,0.690963,0.722405,0.009958,0.024519
9,0.09,0.048638,-0.113766,0.013575,0.690945,0.722421,0.010006999999999999,0.024541
10,0.1,0.048637,-0.11376800000000001,0.013576,0.690928,0.722436,0.010068,0.024572
11,0.11,0.048635000000000005,-0.113771,0.013576,0.690902,0.722458,0.010140999999999999,0.024613999999999997
12,0.12,0.048634,-0.113775,0.013577,0.690875,0.722482,0.01022,0.024658000000000003
13,0.13,0.048632,-0.11377999999999999,0.013577,0.690844,0.722508,0.010303,0.024699000000000002
14,0.14,0.048629,-0.11378699999999999,0.013577,0.690816,0.722532,0.010383,0.024748
15,0.15,0.048627,-0.113794,0.013578,0.6907909999999999,0.722553,0.010469,0.024799
16,0.16,0.048625,-0.113803,0.013578999999999999,0.69076,0.72258,0.010556,0.024848
17,0.17,0.048622000000000005,-0.11381500000000001,0.013580000000000002,0.690728,0.722608,0.010633,0.024891
18,0.18,0.048619,-0.113827,0.013581000000000001,0.690685,0.722646,0.010706,0.024931000000000002
19,0.19,0.048617,-0.11384100000000001,0.013581999999999999,0.690649,0.722679,0.010773,0.024964
20,0.2,0.048615,-0.113854,0.013581999999999999,0.690625,0.722699,0.010837000000000001,0.025
21,0.21,0.048614,-0.11386500000000001,0.013583000000000001,0.690615,0.722707,0.010902,0.025029
22,0.22,0.048614,-0.113875,0.013583000000000001,0.690616,0.722704,0.010956,0.025051
23,0.23,0.048615,-0.11388399999999999,0.013583000000000001,0.690627,0.722694,0.010989,0.025064
24,0.24,0.048616,-0.11389400000000001,0.013584,0.690641,0.722679,0.011019,0.025072999999999998
