,ts,ax,ay,az,wx,wy,wz
0,0.0,-0.06855284329893604,0.2980284827174527,-6.555658131050158,-0.06591431521335198,-0.009652557429711578,0.11698692020417414
1,0.01,-0.013786586708978393,0.06491319948773161,-1.2897168413956983,-0.052496180453449864,-0.006677905961282105,0.10559960698278324
2,0.02,0.018360538474062004,-0.07729049326913448,1.847385716183227,-0.039106132635185434,-0.0034401569712401233,0.08911282226016498
3,0.03,0.03444064906452469,-0.15137770489600882,3.4234627757356986,-0.02573333595702292,-4.0812166874398294e-05,0.06949391662355636
4,0.04,0.04048122841754584,-0.17846884825072395,3.89561263517044,-0.018272735645314626,0.0021728430513775986,0.059812101082007026
5,0.05,0.03892157613922792,-0.17133994570269462,3.6278625529493573,-0.014139189422620484,0.0037192583572064775,0.05572232514544415
6,0.06,0.0319237211550456,-0.14074589913654356,2.9043184595284,-0.010005643199926348,0.005265673663035354,0.05163254920888129
7,0.07,0.021962878048434213,-0.09732970099240877,1.9418305787591557,-0.005872096977232212,0.0068120889688642345,0.04754277327231842
8,0.08,0.010887598482428214,-0.04905403581820518,0.9015898664438762,-0.0017385507545380726,0.008358504274693111,0.043452997335755535
9,0.09,8.250138791566705e-05,-0.001977994728462787,-0.10081502795940023,0.009411811391018616,0.010492295882696588,0.028576241273367917
10,0.1,-0.00952680555070304,0.039868392014248195,-0.9872178810512375,0.03514885491316642,0.013847135764186176,-0.0087246803707835
11,0.11,-0.017596424321041144,0.07381594586647919,-1.7109386220742886,0.05114305102987382,0.014094509217284184,-0.029135821414906636
12,0.12,-0.0237329640445357,0.0992200367953541,-2.246391477060336,0.05732007165412883,0.011210709411177744,-0.03252832988895511
13,0.13,-0.027246892627431064,0.11637837079917158,-2.5859628019295258,0.06449766320661758,0.012073827241680352,-0.03580120176990705
14,0.14,-0.02852005853510416,0.1252573999000137,-2.7365635284562586,0.07280401119463878,0.017163889186178394,-0.038939110130960165
15,0.15,-0.028991293246363608,0.12706689892493245,-2.7141579586496456,0.0789524347695821,0.016962346394417474,-0.038887614311481564
16,0.16,-0.028053020269777195,0.12238589220874296,-2.5421858290863444,0.08391420059226247,0.013850913087429207,-0.03708224278950351
17,0.17,-0.024686398085782303,0.11094852239097085,-2.2477829283187942,0.08740752385273444,0.01401360792017421,-0.03296483488379666
18,0.18,-0.01982386962020069,0.09431482952169488,-1.859595163083018,0.08931639453568835,0.017709093822610614,-0.026352734913318014
19,0.19,-0.01587950926468533,0.07534986450892484,-1.4054756344649735,0.08865296734568033,0.015328182679172903,-0.016832904503772714
20,0.2,-0.011698417006809743,0.05444044790707175,-0.9139179004613476,0.08680391564300692,0.010146536301296505,-0.005972841875782522
21,0.21,-0.006518873328325011,0.032205425653531496,-0.410387311653414,0.081943499019801,0.008836503787501324,0.005407581218672157
22,0.22,-0.001135270797925407,0.009512035917914115,0.08271234821800699,0.0755606247929895,0.009483845461538834,0.017051083272233702
23,0.23,0.003432232294223056,-0.012043770632830915,0.546633141820071,0.06639560585298739,0.008031835201091641,0.026998032647688425
24,0.24,0.007752756911158676,-0.03265376692462589,0.9653752241560302,0.05591592009151145,0.005587803094412464,0.03614329780225597
25,0.25,0.012019900732442666,-0.0516768759874791,1.3268772737007735,0.047994266701252807,0.003743254048428028,0.04551641714363329
26,0.26,0.015903374647251074,-0.06860907748251033,1.6223377763276947,0.04169710607257165,0.002279410072381197,0.05503423656047973
27,0.27,0.019033898888296055,-0.08259484525320246,1.8462070306160008,0.033660616825254536,0.0015661350992507408,0.06618911596750855
28,0.28,0.02092735294014533,-0.09265246351972675,1.9962391189708857,0.02088638536904845,-0.0001838938715188049,0.07418425413377262
29,0.29,0.02200536761191868,-0.09958644111932533,2.0727356103005103,0.004849942002422242,-0.0040358147378854676,0.07657156427929826
30,0.3,0.02322409974970581,-0.10373458867851289,2.0781223458496187,-0.008414643917189872,-0.006477138950565468,0.0793925873501771
31,0.31,0.024134326376795117,-0.10467817133745105,2.0171140835512302,-0.01798385105653169,-0.0070378870365152765,0.0827918268595693
32,0.32,0.023357518629881092,-0.10174631811807472,1.8961407804010244,-0.02989276410047204,-0.00932553569394549,0.08521432762207852
33,0.33,0.021471351837957564,-0.09563617441279271,1.7227093292038531,-0.0441413830490109,-0.013340084922856115,0.08666008963770479
34,0.34,0.01951555585427592,-0.08736847929078678,1.5052939018209792,-0.0554659128063867,-0.01607408867917981,0.08353621606220625
35,0.35,0.017275247539175555,-0.077077125693777,1.2528331490021443,-0.06386284235896185,-0.01752600938580321,0.07583722004076066
36,0.36,0.014305968105590915,-0.064761709254858,0.9744085138684444,-0.07302842545707318,-0.018984592837015608,0.07229498636848324
37,0.37,0.010930576205750353,-0.05113528863707796,0.6794241624019507,-0.08279795062667719,-0.02044841130183365,0.0720187802562665
38,0.38,0.007212873667134993,-0.036488534667386024,0.3768518603501788,-0.08711436308725377,-0.02375198609624184,0.06860840707279571
39,0.39,0.003515729533575607,-0.021537974715024333,0.07543262797365757,-0.08843207066692066,-0.028067255784851163,0.06347453346018522
40,0.4,-0.00018015505677797684,-0.006062277895589312,-0.21697369949292344,-0.09090309614109122,-0.030328050823419394,0.05590793601090238
41,0.41,-0.003634833161381073,0.009092113921660018,-0.49315904970091917,-0.09394243067180108,-0.031576482700353715,0.04714258928786892
42,0.42,-0.007129091382714086,0.02324902807543147,-0.7470193082044287,-0.09246965347840684,-0.03619648231111983,0.038653787305091794
43,0.43,-0.010233609041166818,0.036684865741191994,-0.9732190512918665,-0.08862867125994912,-0.042586066572671125,0.030310131250335763
44,0.44,-0.012051354015587896,0.048408284080145664,-1.1673925667550478,-0.08578013098763625,-0.04321583100228285,0.02403345012308631
45,0.45,-0.013331888002196035,0.05902087007506811,-1.3265335118142274,-0.08384074284111727,-0.03856916343026531,0.019650274864472416
46,0.46,-0.015054259333065124,0.06952872659919614,-1.4486847230633881,-0.08190135469459828,-0.033922495858247775,0.015267099605858519
47,0.47,-0.0176207638520115,0.08071195772103715,-1.5325700337087835,-0.07755687054463284,-0.03104076136446398,0.00816938838640638
48,0.48,-0.021417286414947827,0.09333967136218851,-1.5778856957514678,-0.06675893358247309,-0.03289476811374937,-0.006212077704024261
49,0.49,-0.022456885837398268,0.09738561964708366,-1.5856114077232557,-0.0569595462357454,-0.036026160147838125,-0.017339809463433487
50,0.5,-0.021823005221790242,0.09612799547651221,-1.5572802685330838,-0.04817197693098862,-0.04045191097766182,-0.025170572250015903
51,0.51,-0.02081316094683081,0.09321881987460784,-1.4956132293843802,-0.03914872018868727,-0.043210336190426656,-0.03182200333955035
52,0.52,-0.019483695582554403,0.08935685021893058,-1.4029529061731403,-0.02999306180452308,-0.04503211135718794,-0.0378109237131264
53,0.53,-0.018225159341761634,0.08415951030237219,-1.2829463181987135,-0.017495484587272236,-0.04645361159562994,-0.04765192363222729
54,0.54,-0.01675034869520462,0.07781066250800463,-1.1389300498794643,-0.002154523902373917,-0.0475345484719613,-0.06077036380133331
55,0.55,-0.015155727367523696,0.0695766793416249,-0.9745822188683058,0.011966011468001005,-0.05321736232740838,-0.07174789717581108
56,0.56,-0.013051335828855365,0.06064374307618675,-0.7943515823454799,0.02540806859832736,-0.06145852478194998,-0.0815352236143612
57,0.57,-0.010755836912666763,0.05073150171845118,-0.6029995241838344,0.03969811652907454,-0.06668373871818926,-0.09279696535499364
58,0.58,-0.008206436386092135,0.04001857917244916,-0.4050667255563454,0.05484194127011896,-0.06887242571958556,-0.10554318262654057
59,0.59,-0.0049166466446646725,0.028491328291750672,-0.20431069846841193,0.06584158356411292,-0.07152206546779083,-0.11503841028697732
60,0.6,-0.001331707213348009,0.016997504381515125,-0.005732700421489545,0.07445399388900219,-0.07443723433965041,-0.12266092446772806
61,0.61,0.0021302132620149737,0.005137160590628041,0.18667071743478134,0.08106539388143078,-0.07694552539315665,-0.12563344952716496
62,0.62,0.00538279755892255,-0.006374676044289169,0.3688439862367574,0.08661065164276903,-0.07923703114675544,-0.1261284512595499
63,0.63,0.008461954736908504,-0.017416431286050527,0.5376987690514621,0.09072122464808728,-0.07864309874223997,-0.12993050313461632
64,0.64,0.011109883669209803,-0.028012778436101483,0.690233825423703,0.09404732578758483,-0.0764714364245097,-0.13554081831275758
65,0.65,0.01531618345192515,-0.03706957328575515,0.8240162874720205,0.09890670121020158,-0.07399966659602862,-0.13778886216352373
66,0.66,0.01841161013707301,-0.045937530898279,0.9374259299897296,0.10459168586219016,-0.07136630041560486,-0.13822645222262642
67,0.67,0.01905921937348136,-0.05518155056938442,1.0292304571179853,0.11027667051417878,-0.06873293423518109,-0.1386640422817291
68,0.68,0.018184870845766334,-0.06418889318884756,1.0985978198777688,0.11596165516616735,-0.06609956805475731,-0.13910163234083178
69,0.69,0.013547571154305778,-0.07975656847170208,1.1453115095401207,0.12130304538337428,-0.06280804079680924,-0.13351310835389976
70,0.7,0.007915068072238327,-0.09570872787305776,1.1692365676272352,0.12629291687578026,-0.05884317334686435,-0.12175949055130975
71,0.71,0.008339396800970511,-0.09694032168338573,1.170320266834241,0.12622189789363292,-0.05514749101607788,-0.11383604566950062
72,0.72,0.011529120995469315,-0.09026077882931356,1.1496283641544518,0.12109201238833182,-0.05172088615193266,-0.1097412419456566
73,0.73,0.013405526688959106,-0.08269908980146116,1.1085053959882134,0.11205298696405584,-0.05061379014442445,-0.10190654597583268
74,0.74,0.013962313049893982,-0.0757337216444896,1.0486190651119156,0.10110419714351973,-0.050639862947199465,-0.09224476957264968
75,0.75,0.013596920456664646,-0.06913339326647139,0.9717517192912926,0.08903847560117148,-0.05026184072504898,-0.08112813386502485
76,0.76,0.01245525362572583,-0.06325681571804397,0.8798744718036572,0.07636042161929124,-0.04966228258661715,-0.06921390459848553
77,0.77,0.0108750562064245,-0.05743745516778506,0.775171194782908,0.06498933756123396,-0.0476041671844334,-0.0536698613431128
78,0.78,0.008953063713557051,-0.05190061558549297,0.6598949012924691,0.05427252296084074,-0.04481589766582161,-0.03630873233342614
79,0.79,0.0072397774279708785,-0.04597348790883873,0.5362201653916663,0.04454706199382754,-0.042182211098135705,-0.023764449741210083
80,0.8,0.005387764037674693,-0.03985388153737107,0.406901409481375,0.03531032149522593,-0.03962473129425352,-0.01359479045005223
81,0.81,0.00299146828049352,-0.03229360728558656,0.2746444374008178,0.023587946816052027,-0.039033595676775584,-0.002812812253725744
82,0.82,0.0007009071276846768,-0.024531258554730588,0.14169062550829103,0.010718831364107879,-0.03934962776300628,0.008251657654367134
83,0.83,-0.001135024525923536,-0.015752691822204033,0.011046959665054257,-0.003054464353092169,-0.03845991966586554,0.015016647866732104
84,0.84,-0.002596483028642751,-0.007075462488442572,-0.1159938437879343,-0.017279985843524016,-0.03696716059792366,0.019631253244780114
85,0.85,-0.003342607995515059,0.002510176263307483,-0.23778869617736542,-0.03469570448541967,-0.032112748797482694,0.024345248618182144
86,0.86,-0.003885557183894141,0.011819058936432043,-0.35207613001665866,-0.054162226717536746,-0.025097313973833437,0.029123136393723208
87,0.87,-0.004820631468836484,0.02192869576948125,-0.4568439481976689,-0.06972283433598105,-0.02204253942368345,0.0265252310185321
88,0.88,-0.005746581911765308,0.030939483013214437,-0.5505526669347588,-0.0831747051765478,-0.021126057900772214,0.019945260539173
89,0.89,-0.0060161636472775,0.03915469290750678,-0.6319509503997023,-0.09327581178583973,-0.01822849216407959,0.01747322785264659
90,0.9,-0.006210073438967531,0.04591443810021012,-0.6999664073812513,-0.10165076712447486,-0.014310367893014726,0.01711740554424613
91,0.91,-0.006620459052228602,0.05101383170783111,-0.7538452010742308,-0.11002572246311003,-0.010392243621949862,0.016761583235845666
92,0.92,-0.0065732355370991275,0.05632097911320805,-0.7928586524484789,-0.113833495917714,-0.004970651050576841,0.008087431140032877
93,0.93,-0.006695095974036055,0.060777989679456565,-0.8172461583155299,-0.11553323657638542,0.0011448837734084547,-0.004426137130677328
94,0.94,-0.006926815645336397,0.0644722678347268,-0.827467263515161,-0.11345154153587585,0.006557310460612505,-0.016386106780721738
95,0.95,-0.007243410605970731,0.06741272884305907,-0.8236086881829865,-0.10758689791933017,0.011266347711520698,-0.02779225632635534
96,0.96,-0.007112200483431671,0.0691591777363258,-0.8061245815196911,-0.10333723241370148,0.019170132783711453,-0.038206580759423965
97,0.97,-0.007095830889483682,0.06988896313011848,-0.7756160208293139,-0.10026957201661717,0.02941215898730853,-0.04789498677792736
98,0.98,-0.007694953826807404,0.06995589380609887,-0.7329943111088094,-0.09646961816678123,0.036775172276937516,-0.0624620098342224
99,0.99,-0.008560308408615032,0.06898576524377117,-0.6794007883770166,-0.0923258468912964,0.04278646679211713,-0.07931958122787883
100,1.0,-0.008802867123645664,0.0659577018684599,-0.6166914474551375,-0.08313552777993558,0.04606484075745817,-0.0930165709159069
101,1.01,-0.009013105689878977,0.06209741696188349,-0.5456802518991064,-0.07155833798055036,0.04805062260532512,-0.10521869716944204
102,1.02,-0.008749435071125397,0.05698668368243394,-0.46816887658224815,-0.05997098004079857,0.05347623147976487,-0.1084436370657735
103,1.03,-0.008546709136209796,0.051544987920357735,-0.38524901877257234,-0.0483786116470462,0.06059684991006621,-0.10724497759426953
